age(ce),Mg25,Sr88
1444.45,10301.38,180.406
1444.35,10581.74,186.824
1444.24,9400.82,177.553
1444.14,8918.18,167.872
1444.03,9299.27,165.624
1443.93,9559.8,184.34
1443.82,9134.27,142.119
1443.72,8897.35,168.098
1443.61,9007.78,175.53
1443.51,9761.07,175.8
1443.4,9342.99,178.734
1443.3,10062.12,172.362
1443.19,8961.43,170.45
1443.09,9974.68,179.596
1442.98,9225.41,174.054
1442.88,9157.82,169.863
1442.77,8685.02,161.371
1442.67,9062.15,192.979
1442.56,9080,167.287
1442.46,9743.1,160.769
1442.35,9252.5,177.901
1442.25,9618.73,181.983
1442.14,8279.02,169.612
1442.04,8788.63,181.624
1441.93,8964.69,189.595
1441.83,9503.94,178.449
1441.72,8268.04,191.921
1441.62,10127.72,187.715
1441.51,9723.92,187.329
1441.41,8671.13,175.049
1441.3,8786.41,179.727
1441.2,8193.49,174.077
1441.09,9772.76,170.91
1440.99,8452.77,160.515
1440.88,9306.43,166.504
1440.78,8380.86,183.092
1440.67,8102.64,159.977
1440.57,8334.26,154.829
1440.46,8346.67,162.278
1440.36,8320.26,160.423
1440.26,8159.23,154.347
1440.15,8294.05,154.924
1440.05,7954.7,157.245
1439.94,8701.61,170.599
1439.84,9103.46,163.441
1439.73,9025.46,160.3
1439.63,8489.6,158.706
1439.52,9119.87,211.423
1439.42,9425.14,152.678
1439.31,9551.32,161.193
1439.21,9821.18,161.501
1439.1,9640.97,172.143
1439,9548.18,166.871
1438.89,8819.76,177.579
1438.79,8530.94,150.477
1438.68,8733.09,142.037
1438.58,8219.81,148.645
1438.47,9517.02,133.727
1438.37,8384.07,145.63
1438.26,8734.55,170.905
1438.16,7655.82,138.913
1438.05,7976.31,144.879
1437.95,8330.38,147.433
1437.84,8212.18,155.409
1437.74,8269.25,149.409
1437.63,8389.72,148.604
1437.53,8826.09,140.016
1437.42,9232.44,152.603
1437.32,7465.32,152.418
1437.21,7264,160.79
1437.11,7200.24,145.958
1437,7149.94,151.712
1436.9,7523.68,172.493
1436.79,8070.32,162.472
1436.69,7085.25,150.774
1436.58,6895.34,151.786
1436.48,7342.1,146.229
1436.37,7866.02,150.07
1436.27,7432.85,154.557
1436.16,7292.68,145.332
1436.06,6906.45,122.158
1435.95,7821.83,146.831
1435.85,7519.45,149.869
1435.74,7842.28,153.677
1435.64,7331.79,154.166
1435.53,8044.98,152.672
1435.43,8440.56,155.819
1435.32,8468.29,154.785
1435.22,8014.02,150.2
1435.11,8115.43,141.353
1435.01,7633.06,149.4
1434.9,7578.79,151.91
1434.8,7804.25,138.396
1434.69,8194.47,140.036
1434.58,8296.09,142.962
1434.48,8918.78,152.231
1434.37,8163.95,155.276
1434.27,8029.22,141.316
1434.16,8431.06,152.844
1434.06,8415.98,144.212
1433.95,8161.97,139.854
1433.85,9686.34,172.943
1433.74,9689.05,155.969
1433.64,9180.34,167.135
1433.53,9357.73,159.02
1433.43,9302.21,169.813
1433.32,9983.57,186.725
1433.22,9315.14,184.4
1433.11,10182.27,186.192
1433.01,9163.17,168.042
1432.9,8909.9,166.244
1432.8,8330.84,153.657
1432.69,8745.91,160.247
1432.59,8422.56,154.413
1432.48,8776.62,173.372
1432.38,9954.53,176.002
1432.27,8198.08,166.209
1432.17,9126.89,171.302
1432.06,9047.82,164.93
1431.96,8861.56,167.596
1431.85,9198.67,173.392
1431.75,9331.26,180.854
1431.64,8967.9,179.744
1431.54,9083.7,185.795
1431.43,8690.62,190.74
1431.33,9011.77,185.625
1431.22,9025.58,224.791
1431.12,8782.23,184.407
1431.01,9758.75,178.202
1430.91,8456.05,170.948
1430.8,8641.97,167.527
1430.7,9224.72,181.95
1430.59,8620.68,187.566
1430.49,8577.6,222.994
1430.38,9014.07,183.985
1430.27,9130.24,188.069
1430.17,9377.63,203.715
1430.06,9957.51,178.049
1429.96,8663.31,196.042
1429.85,9632.39,190.99
1429.74,8933.85,177.463
1429.64,9118.14,183.784
1429.53,9269.87,218.856
1429.43,9118.41,175.696
1429.32,8393.53,182.876
1429.22,9478.89,189.429
1429.11,8557.34,175.176
1429.01,9713.52,180.023
1428.9,9496.41,174.308
1428.79,8624.89,167.075
1428.69,8898.2,180.949
1428.58,8762.69,244.478
1428.48,9869.86,182.84
1428.37,9227.24,172.508
1428.27,9188.68,173.845
1428.16,7764.97,156.223
1428.06,8922.34,162.173
1427.95,10079.49,198.015
1427.85,9563.94,181.479
1427.74,8117,190.371
1427.64,8708.5,207.818
1427.53,8827.02,190.004
1427.43,9267.42,195.653
1427.32,9522.21,202.96
1427.22,8588.2,197.502
1427.11,9115.75,192.136
1427.01,8581.25,201.465
1426.9,9561.89,196.597
1426.8,9426.39,209.344
1426.69,10042.73,221.599
1426.59,9123.56,215.813
1426.48,9768.08,233.85
1426.38,10886.24,233.718
1426.27,9863.57,258.425
1426.17,10688.19,237.739
1426.06,11197.85,229.44
1425.96,10842.67,218.822
1425.85,9144.94,199.462
1425.75,9923.43,199.352
1425.64,9673.18,193.839
1425.54,9456.18,181.189
1425.43,9806.78,177.488
1425.33,8746.33,176.706
1425.22,9161.21,162.802
1425.12,9661.4,174.14
1425.01,9401.03,177.412
1424.91,9930.48,188.221
1424.8,9014.37,172.33
1424.7,9713.59,178.476
1424.59,9427.41,178.985
1424.49,10030.17,189.011
1424.38,10051.48,188.024
1424.28,9667.33,187.733
1424.17,10238.33,233.755
1424.07,9879.08,199.474
1423.96,10114.09,198.358
1423.86,8842.53,185.45
1423.75,10782,208.947
1423.65,9371.23,196.642
1423.54,9823.93,197.013
1423.44,9103.7,189.178
1423.33,9483.59,198.415
1423.23,9726.18,188.208
1423.12,9164.75,169.073
1423.01,8765.1,177.167
1422.91,9573.57,168.849
1422.8,9005.23,188.705
1422.7,8257.52,158.602
1422.59,7469.76,171.613
1422.49,9435.76,174.149
1422.38,8421.65,173.476
1422.28,9191.29,190.679
1422.17,8599.05,184.071
1422.07,9239.91,172.706
1421.96,8871.32,164.071
1421.86,9795.76,183.051
1421.75,9233.76,189.548
1421.65,8731.67,181.488
1421.54,8884.78,185.959
1421.42,8519.17,186.465
1421.29,9620.16,185.966
1421.17,10296.87,172.468
1421.04,9988.75,195.048
1420.92,11650.92,189.824
1420.79,10344.69,177.072
1420.67,10283.25,206.263
1420.54,10162.5,187.708
1420.42,9534.33,185.25
1420.29,11243.19,178.798
1420.17,10146.24,187.901
1420.04,9350.16,222.583
1419.92,9770.87,182.469
1419.78,10091.09,169.821
1419.66,9527.29,181.623
1419.53,9523.3,166.306
1419.41,10097.5,175.672
1419.28,8392.29,178.496
1419.16,8814.02,167.439
1419.03,9122.13,175.806
1418.91,9149.63,241.743
1418.78,9569.96,165.036
1418.66,9478.09,175.395
1418.53,8922.18,153.746
1418.41,8945.7,152.012
1418.28,9514.11,164.398
1418.16,9655.62,163.108
1418.03,9251.05,157.73
1417.91,9472.83,168.083
1417.78,8320.8,160.329
1417.66,9952.29,169.373
1417.53,9212.22,164.018
1417.41,9728.17,170.149
1417.27,10117.25,166.458
1417.15,10753.45,165.359
1417.02,10885.76,177.349
1416.9,9802.65,179.126
1416.77,10753.1,183.635
1416.65,10217.98,182.686
1416.52,10240.76,173.429
1416.4,9841.84,181.435
1416.27,10531.79,185.997
1416.14,10566.22,191.497
1416.02,9932.22,171.515
1415.89,10221.64,181.013
1415.77,9937.95,171.428
1415.64,10183.66,183.934
1415.52,9016.29,175.837
1415.39,9863.24,169.875
1415.27,9064.99,175.187
1415.14,8998.51,169.037
1415.02,9169.95,163.435
1414.88,9620.56,166.228
1414.76,9224.45,171.863
1414.63,9072.82,202.894
1414.51,8971.49,174.906
1414.38,9195.11,162.177
1414.26,9334.2,168.227
1414.13,8519.57,155.388
1414.01,8848.98,170.019
1413.88,8283.88,166.521
1413.76,9300.84,169.217
1413.63,9362.63,164.592
1413.51,9639.51,165.794
1413.38,10633.35,169.573
1413.26,9653.54,169.918
1413.13,9350.74,169.188
1413.01,9709.26,182.835
1412.88,9120.56,165.778
1412.76,9380.23,172.306
1412.63,9459.72,167.152
1412.51,11087.33,178.514
1412.38,9713.51,167.042
1412.26,9312.24,169.198
1412.12,9028.82,162.755
1412,8678.03,162.31
1411.87,9499.91,157.497
1411.75,9608.38,163.683
1411.62,9689,181.933
1411.5,8971.57,152.416
1411.37,10682.34,148.559
1411.25,8987.34,158.096
1411.12,8874.78,158.384
1411,8541.35,178.284
1410.87,9012.19,172.135
1410.75,8761.61,162.158
1410.62,9206.79,163.353
1410.5,8980.87,160.531
1410.37,7995.74,178.62
1410.25,8442.14,152.006
1410.12,8443.19,145.045
1410,8369.1,137.047
1409.87,8565.53,148.133
1409.75,9164.4,157.523
1409.61,8295.8,180.149
1409.49,8811.72,146.225
1409.36,8347.14,133.439
1409.23,8665.96,136.001
1409.11,8392.62,151.466
1408.98,9072.68,140.187
1408.86,8654.25,142.682
1408.73,9533.63,164.442
1408.61,9029.07,151.942
1408.48,9189.4,150.097
1408.36,8828,164.459
1408.23,9239.8,165.055
1408.11,9313.16,157.876
1407.98,9441.1,154.719
1407.86,9596.46,137.402
1407.73,9052.49,141.421
1407.61,9563.79,147.006
1407.48,9933.32,154.656
1407.36,10149.14,159.017
1407.23,8665.25,160.33
1407.11,10023.05,165.728
1406.97,10439.88,149.607
1406.85,10483.25,165.821
1406.72,10678.68,163.82
1406.6,10390.48,161.599
1406.47,9460.89,168.215
1406.35,10542,164.019
1406.22,10275.53,163.085
1406.1,10808.65,167.69
1405.97,9909.43,152.926
1405.85,9667.7,160.625
1405.72,10305.6,162.54
1405.6,10539.17,188.651
1405.47,9770.4,145.849
1405.35,10470.87,168.458
1405.22,9861.42,162.034
1405.1,9961.03,153.731
1404.97,9946.65,158.929
1404.85,9238.6,156.324
1404.72,9534.43,143.816
1404.6,9156.26,155.806
1404.46,9203.25,146.609
1404.34,8937.29,151.135
1404.21,9264.87,141.791
1404.09,10322.35,149.742
1403.96,9240.18,141.242
1403.84,9405.33,147.323
1403.71,8993.01,151.389
1403.59,9666.91,143.584
1403.46,9365.77,158.703
1403.34,10009.61,166.712
1403.21,10483.31,178.609
1403.09,10277.45,165.874
1402.96,9601.45,157.696
1402.84,9767.09,171.653
1402.71,10701.99,166.258
1402.59,9496.87,154.662
1402.46,10463.88,181.13
1402.33,9695.68,152.109
1402.21,10785.57,171.696
1402.07,10338.91,167.722
1401.95,10619.27,170.464
1401.82,9157.32,164.818
1401.7,9579.6,160.793
1401.57,10881.4,170
1401.45,10532.91,166.624
1401.32,11139.29,151.289
1401.2,9978.3,160.384
1401.07,10971.82,168.611
1400.95,9263.98,166.203
1400.82,10198.91,152
1400.7,10097.33,170.528
1400.57,9926.69,180.42
1400.45,9349.65,160.203
1400.32,10010.37,159.581
1400.2,10541.4,160.781
1400.07,9917.85,162.134
1399.95,9725.1,157.091
1399.82,10479.9,164.625
1399.7,10658.34,159.584
1399.57,9224.41,181.823
1399.45,10440.68,160.223
1399.31,10599.29,159.809
1399.19,8444.39,153.044
1399.06,9952.67,192.561
1398.94,8896.02,174.334
1398.81,10203.93,175.254
1398.69,10020.34,173.253
1398.56,9234.39,183.916
1398.44,10239.79,174.514
1398.31,8925.8,169.405
1398.19,9186.46,189.071
1398.06,9037.83,184.097
1397.94,9340.06,182.966
1397.81,9357.2,172.601
1397.69,10236.79,185.833
1397.56,9914.15,182.265
1397.44,10417.3,183.972
1397.31,10654.14,164.637
1397.19,9497.51,159.544
1397.06,10300.69,173.843
1396.94,10236.49,160.828
1396.8,10090.13,158.452
1396.68,9174.7,165.039
1396.55,10185.42,187.009
1396.43,10682.36,165.284
1396.3,10186.94,175.053
1396.18,9986.09,154.955
1396.05,10547.69,166.748
1395.93,10548.62,174.951
1395.8,10106.13,169.395
1395.68,11920.94,174.915
1395.55,11189.06,179.395
1395.43,10940.88,211.656
1395.3,10221.78,177.497
1395.17,10903.83,182.509
1395.05,10461.37,171.295
1394.92,9983.3,185.976
1394.8,9764.63,162.264
1394.67,9634.66,160.973
1394.55,9829.22,162.82
1394.41,10116.29,185.054
1394.29,10695.61,184.26
1394.16,9690.11,188.926
1394.04,10817.78,203.687
1393.91,10198.45,173.62
1393.79,9584.26,169.694
1393.66,10376,162.201
1393.54,9652.24,180.904
1393.41,10188.33,176.836
1393.29,10096.25,184.929
1393.16,10530.47,181.883
1393.04,10023.7,167.115
1392.91,9911.37,158.881
1392.79,9729.96,159.471
1392.66,10214.2,169.631
1392.54,10395.45,185.289
1392.41,10383.04,167.435
1392.29,10926.64,177.126
1392.16,9987.31,168.408
1392.04,10667.25,195.411
1391.91,10779.24,184.078
1391.79,10988.28,171.248
1391.65,11160.51,179.046
1391.53,9829.12,181.763
1391.4,11012.27,181.036
1391.28,10718.31,177.171
1391.15,10250.65,180.138
1391.03,11537.19,213.524
1390.9,11013.79,194.686
1390.78,11111.41,191.502
1390.65,10475.46,180.686
1390.53,10565.46,180.855
1390.4,10146.45,179.522
1390.28,10131.52,163.722
1390.15,9545.54,205.201
1390.03,11015.4,162.051
1389.9,10282.89,167.24
1389.78,9517.04,170.244
1389.65,9660.51,161.5
1389.53,10013,156.609
1389.4,10098.02,152.068
1389.28,9936.59,166.567
1389.14,9484.88,150.104
1389.02,9380.42,159.029
1388.89,8861.1,150.651
1388.77,8876.25,191
1388.64,8949.32,160.195
1388.52,10497.46,163.074
1388.39,9966.1,171.484
1388.26,9310.74,167.719
1388.14,9477.86,167.769
1388.01,9959.97,165.224
1387.89,10162.96,155.969
1387.76,10328.4,170.173
1387.64,9955.25,167.043
1387.51,10315.31,149.196
1387.39,9231.09,167.816
1387.26,9220.42,162.717
1387.14,10803.42,136.261
1387.01,10793.91,170.867
1386.89,10215.53,161.063
1386.75,11267.57,162.497
1386.63,10359.68,174.526
1386.5,11403.61,181.056
1386.38,11617.45,177.464
1386.25,11335.25,179.489
1386.13,10809.32,178.038
1386,10933.99,206.814
1385.88,11236.17,177.913
1385.75,11892.39,190.843
1385.63,10771.57,159.441
1385.5,10512.88,198.236
1385.38,10053.27,171.775
1385.25,10654.48,161.139
1385.13,9917.74,163.7
1385,11074.94,171.466
1384.88,10069.85,173.307
1384.75,11343.24,165.996
1384.63,10485.2,210.148
1384.5,11017.88,185.772
1384.38,10897.13,183.03
1384.25,10029.03,161.93
1384.13,11441.79,182.07
1383.99,11476.71,163.334
1383.87,11355.31,183.754
1383.74,10348.23,170.695
1383.62,11087.93,188.622
1383.49,10250.26,178.413
1383.37,10439.12,174.08
1383.24,10688.95,191.11
1383.12,10982.87,158.109
1382.99,10206.61,173.713
1382.87,10718.57,176.432
1382.74,10583.33,176.09
1382.62,10924.53,158.839
1382.49,10530.65,170.247
1382.37,10479.85,164.568
1382.24,9903.87,207.773
1382.12,9666.39,150.303
1381.99,11114.94,183.074
1381.87,11003.87,172.445
1381.74,10367.92,169.102
1381.62,11903.33,204.748
1381.48,12572.4,188.277
1381.35,11066.02,203.374
1381.23,10391.73,179.638
1381.1,11576.51,190.654
1380.98,11440.18,199.183
1380.85,11195.29,197.088
1380.73,10376.73,190.333
1380.6,10238.64,217.899
1380.48,11480.74,188.87
1380.36,9992.88,167.48
1380.23,10636.15,176.847
1380.11,10473.13,207.189
1379.98,10804.67,193.54
1379.86,10672.75,160.756
1379.73,11258.6,167.446
1379.61,11993.61,161.106
1379.48,11838.99,176.749
1379.36,11109.04,162.676
1379.23,11960.79,173.165
1379.11,10152.39,163.387
1378.97,11346.85,185.033
1378.85,11316.17,177.042
1378.72,11102.22,176.953
1378.6,10846.21,166.306
1378.47,11180.9,166.138
1378.35,11522.68,186.534
1378.22,12021.62,195.553
1378.1,12121.62,192.214
1377.97,11294.68,182.408
1377.85,10949.06,173.597
1377.72,12446.3,178.594
1377.6,11674.69,177.937
1377.48,10228.53,176.758
1377.35,11732.69,182.51
1377.23,11001.06,196.352
1377.1,12482.14,170.35
1376.98,12423.95,203.744
1376.85,11973.59,184.284
1376.73,12795.97,191.318
1376.6,11206.9,192.132
1376.48,12434.39,198.909
1376.35,11251.81,189.437
1376.23,11339.26,217.1
1376.09,10525.31,205.622
1375.97,10747.72,177.902
1375.84,10095.67,180.835
1375.72,9742.08,187.63
1375.59,9340.07,189.583
1375.47,9808.58,167.554
1375.34,10512.42,181.439
1375.22,9924.6,181.764
1375.09,9836.43,178.513
1374.97,9183.88,183.266
1374.84,9739.6,164.773
1374.72,9601.16,172.595
1374.59,10998.65,165.806
1374.47,10087.12,195.481
1374.34,10749.46,180.943
1374.22,11407.31,164.883
1374.09,11042.32,159.403
1373.97,10321.86,160.755
1373.84,9932.31,177.757
1373.72,11152.35,171.455
1373.58,10245.03,166.097
1373.46,10506.28,176.658
1373.33,10220.38,181.612
1373.21,10787.13,186.315
1373.08,10520.65,176.931
1372.96,10601.28,185.946
1372.83,10660.7,173.773
1372.71,10725.35,179.197
1372.58,10938.42,164.967
1372.45,10432.34,185.077
1372.33,11142.76,181.44
1372.2,10972.16,164.568
1372.08,11686.62,175.577
1371.95,11044.96,165.566
1371.83,10345.79,163.091
1371.7,10700.63,148.814
1371.58,11093.63,157.063
1371.45,10244.52,160.739
1371.33,9995.91,165.291
1371.2,10924.18,171.869
1371.08,10471.73,163.768
1370.94,11418.29,170.283
1370.82,11141.82,160.622
1370.69,10652.44,169.297
1370.57,10203.67,176.078
1370.44,10385.22,184.005
1370.32,11329.5,177.96
1370.19,11115.83,187.112
1370.07,10624.99,161.592
1369.94,9689.5,155.677
1369.82,10310.02,167.41
1369.69,11013.47,167.967
1369.57,10401.15,160.781
1369.44,10771.01,162.754
1369.32,10202.72,179.264
1369.19,10667.15,181.269
1369,11410.08,186.567
1368.7,11248.34,193.784
1368.42,12001.31,181.514
1368.12,12200.62,198.779
1367.85,12252.16,212.405
1367.55,13071.39,193.004
1367.28,12021.03,223.692
1366.98,13205.06,228.687
1366.71,11654.1,205.109
1366.41,12671.49,200.632
1366.13,11181.4,207.426
1365.83,11764.1,213.986
1365.56,12893.12,211.147
1365.26,11661.43,198.501
1364.99,11246.96,229.225
1364.69,12415.26,189.083
1364.42,12859.14,207.783
1364.12,12847.94,211.497
1363.84,12717.09,206.871
1363.54,12300.91,211.227
1363.27,13455.74,214.817
1362.97,13218.77,227.033
1362.7,11507.39,209.303
1362.4,10581.85,187.822
1362.13,11016.97,193.878
1361.83,10861.99,180.966
1361.55,9662.43,182.496
1361.25,9879.99,191.189
1360.96,11321.15,183.91
1360.68,10705.62,176.769
1360.38,10898.08,174.169
1360.11,10843.85,196.734
1359.81,12558.39,178.646
1359.54,11533.21,193.035
1359.24,12115.6,213.014
1358.96,11987.85,197.522
1358.67,12825.3,194.098
1358.39,11705.26,213.821
1358.09,12962.92,221.206
1357.82,11469.73,210.302
1357.52,11025.07,186.597
1357.25,10457.54,179.178
1356.95,10443.06,199.022
1356.67,11151.89,186.245
1356.38,11093.11,185.46
1356.1,10317.06,175.903
1355.8,11290.47,174.295
1355.53,9576.51,173.096
1355.23,8997.92,183.215
1354.96,8534.9,163.981
1354.66,10416.92,194.013
1354.38,10478.02,189.069
1354.09,10862,182.907
1353.81,9715.72,175.709
1353.51,11484.76,195.736
1353.24,10873.65,179.937
1352.94,11705.82,191.351
1352.67,11107.19,186.253
1352.37,13107.81,189.693
1352.09,13229.84,195.944
1351.8,13015.13,218.195
1351.52,14413.99,212.568
1351.22,12475.14,201.651
1350.95,13219.54,217.159
1350.65,13385.81,218.868
1350.38,13557.36,229.356
1350.08,13324.79,203.563
1349.8,14483.88,216.211
1349.51,13872.38,278.736
1349.23,12933.34,227.93
1348.93,13290.14,213.019
1348.66,13266.61,214.95
1348.36,12508.99,219.771
1348.09,13847.47,227.596
1347.79,12791.18,227.28
1347.51,13701.69,216.004
1347.22,12587.09,204.393
1346.94,13257.73,232.23
1346.64,12717.65,231.203
1346.37,13020.54,214.915
1346.07,12544.12,197.717
1345.8,12302.25,184.601
1345.5,11624.04,193.701
1345.2,11061.08,200.689
1344.93,13023.03,200.55
1344.63,11820.31,204.561
1344.35,12111.41,194.786
1344.05,10996.55,191.311
1343.78,11633.24,208.692
1343.48,11813.97,209.812
1343.21,11644.61,197.666
1342.91,11817.55,198.95
1342.64,11885.63,215.788
1342.34,12074.8,208.001
1342.06,12302.04,217.756
1341.76,12335.1,190.424
1341.49,11732.46,192.448
1341.19,12140.53,192.524
1340.92,12243.41,183.551
1340.62,11976.19,187.907
1340.35,11877.13,185.226
1340.05,10878.99,194.256
1339.77,11613.01,179.849
1339.47,11876.07,193.937
1339.2,11476.23,181.622
1338.9,10857.76,176.512
1338.63,11072.48,167.523
1338.33,10545.15,165.895
1338.06,11538.71,169.91
1337.76,10918.33,174.065
1337.48,9922.98,192.755
1337.18,10597.88,174.873
1336.91,10799.42,163.378
1336.61,10695.93,175.236
1336.34,10266.41,163.798
1336.04,10184.9,159.908
1335.77,11081.29,172.379
1335.47,10612.75,170.651
1335.19,10925.73,186.352
1334.89,11365.46,187.272
1334.62,13101.02,186.265
1334.32,11229.6,184.721
1334.05,12652.42,190.71
1333.75,12429.3,193.549
1333.48,12540.53,217.092
1333.18,11345.93,202.475
1332.9,12591.63,204.886
1332.6,12335.3,197.981
1332.33,12271.6,207.055
1332.03,11802.86,209.504
1331.76,11439.1,204.106
1331.46,11625.42,202.875
1331.19,12964.66,208.782
1330.89,12516.32,208.187
1330.61,12424.54,202.361
1330.31,12627.23,219.154
1330.04,13718.42,206.67
1329.74,12654.41,205.43
1329.47,12454.44,199.453
1329.17,13233.98,216.177
1328.87,12556.55,210.541
1328.6,11343.36,204.521
1328.3,11350.09,205.601
1328.02,12075.53,198.68
1327.73,10840.14,200.686
1327.45,10885.07,199.528
1327.15,11375.87,191.197
1326.88,10944.78,188.237
1326.58,10604.13,174.276
1326.31,11501.31,177.321
1326.01,11315.3,167.763
1325.73,11785.23,175.98
1325.44,10891.8,167.882
1325.16,11767.87,163.635
1324.86,10740.46,169.559
1324.59,11329.02,168.36
1324.29,11330.03,176.543
1324.02,11291.12,165.367
1323.72,11994.26,162.79
1323.44,11546.96,195.718
1323.15,12915.09,198.946
1322.87,11022.93,179.025
1322.57,10255.09,175.256
1322.3,11208.57,169.036
1322,10726.03,167.992
1321.73,11027.2,178.025
1321.43,9604.64,152.262
1321.14,10468.99,162.835
1320.8,10235.93,154.992
1320.49,10544.28,151.004
1320.15,10581.39,157.334
1319.84,10014.97,158.3
1319.51,10340.53,151.659
1319.2,11231.93,156.477
1318.86,10651.83,158.953
1318.55,10674.4,152.451
1318.21,11607.8,175.124
1317.9,9272.78,163.253
1317.57,10042.63,163.64
1317.26,11199.39,177.257
1316.92,10486.55,179.32
1316.61,11012.53,184.522
1316.27,10512.06,188.947
1315.96,10473.46,186.475
1315.63,9900.09,167.05
1315.32,11503.03,184.479
1314.98,11028.12,178.923
1314.67,12125.27,169.57
1314.33,11729.37,180.9
1314.02,10920.37,162.213
1313.69,11230.53,171.465
1313.38,9689.71,158.572
1313.04,10294.79,153.205
1312.73,10319.95,149.834
1312.39,9235.58,162.222
1312.09,9822.67,157.347
1311.75,11313.57,177.21
1311.44,9710.46,160.154
1311.1,11200.81,169.731
1310.79,9917.26,163.96
1310.46,10636.58,157.035
1310.15,9903.11,175.098
1309.81,9561.51,147.919
1309.5,9508.91,151.852
1309.16,10120.12,155.334
1308.85,9299.97,137.911
1308.52,10232,152.178
1308.21,9842.28,153.801
1307.87,9762.02,154.464
1307.56,8907.77,159.29
1307.22,9379.28,158.955
1306.91,9535.59,175.603
1306.58,8480.36,145.4
1306.27,8938.08,158.112
1305.93,9605.79,146.776
1305.62,8520.04,141.987
1305.28,9656.75,151.918
1304.97,10122.73,166.105
1304.64,9965.27,150.278
1304.33,9947.24,170.684
1303.99,10170.84,166.328
1303.68,9852.21,182.054
1303.34,10773.73,181.202
1303.04,11231.67,182.719
1302.7,12023.34,178.011
1302.39,13298.2,217.12
1302.05,13852.41,180.94
1301.74,11577.37,190.953
1301.41,12251.35,199.595
1301.1,13843.25,185.761
1300.76,14804.39,189.218
1300.42,14159.7,200.351
1300.11,15178.85,185.478
1299.77,14150.11,211.546
1299.47,12763.57,199.142
1299.16,12314.59,834.521
1298.82,12692.04,912.704
1298.51,11326.75,714.17
1298.17,12339.48,579.659
1297.86,11818.57,423.054
1297.53,13612.21,339.234
1297.22,12799.54,263.801
1296.88,12860.96,228.997
1296.57,12783.17,190.666
1296.23,11375.22,185.173
1295.92,11369.02,188.724
1295.59,11915.99,203.917
1295.28,11466.59,193.508
1294.94,11695.34,200.259
1294.63,11478.26,184.276
1294.29,10738.59,179.132
1294.25,9185.34,422.186
1294.07,9797.47,275.851
1293.91,11168.32,229.912
1293.74,10409.13,179.414
1293.58,10347.82,178.69
1293.4,10059.28,164.048
1293.24,9379.58,157.291
1293.07,9510.55,155.123
1292.91,10053.8,147.699
1292.73,9911.05,150.732
1292.57,9928.59,153.265
1292.4,8810.88,149.627
1292.24,8936.45,151.297
1292.06,10102.99,155.419
1291.9,8912.09,134.418
1291.72,9589.67,129.18
1291.56,8991.82,134.89
1291.39,9501.69,170.654
1291.23,8541.96,138.705
1291.05,8202.57,142.351
1290.89,8164.26,136.014
1290.72,8972.77,145.249
1290.56,9025.97,142.263
1290.38,9763.88,141.943
1290.22,7104.16,131.903
1290.05,8047.66,164.18
1289.88,8135.58,136.809
1289.71,8362.63,138.897
1289.55,8475.68,133.978
1289.37,9196,145.133
1289.21,10315.98,175.804
1289.04,9440.51,144.77
1288.88,9210.17,146.002
1288.7,9486.74,144.009
1288.54,9947.95,175.255
1288.37,8923.36,137.986
1288.21,10905.5,149.3
1288.03,10886.56,150.398
1287.87,10724.57,167.803
1287.69,8702.87,147.828
1287.53,9793.56,136.575
1287.36,9302.43,159.62
1287.18,10409.89,140.502
1287.02,8975.96,145.667
1286.85,9986.04,151.292
1286.69,8355.68,149.444
1286.51,9051.73,173.935
1286.35,10247,143.336
1286.18,10711.91,150.01
1286.02,10182.91,149.952
1285.84,10630.43,143.205
1285.68,10376.97,156.104
1285.5,9693.94,174.83
1285.34,10581.49,158.203
1285.17,10981.14,155.505
1285.01,10526.81,162.384
1284.83,11850.12,168.432
1284.67,11025.52,152.245
1284.5,9513.19,167.386
1284.34,9992.67,157.025
1284.16,10151.68,147.073
1284,8339.49,133.717
1283.83,9459.9,146.728
1283.66,8328.19,145.765
1283.49,8194.34,136.642
1283.33,8434.86,139.827
1283.15,8733.63,143.651
1282.99,8418.98,143.57
1282.82,7918.27,143.341
1282.66,8782.37,153.508
1282.48,10168.76,156.416
1282.32,10013.68,164.04
1282.15,11237.03,178.983
1281.99,12076.45,175.646
1281.81,13341.17,268.3
1281.65,13656.21,182.609
1281.47,12403.84,173.584
1281.31,13077.35,204.238
1281.14,12066.79,168.46
1280.98,12479.64,191.137
1280.8,11176.75,163.325
1280.64,11814.61,185.749
1280.47,11943.41,181.95
1280.31,11507.57,172.082
1280.13,9805.43,164.823
1279.97,12227.05,174.255
1279.8,11147.16,221.132
1279.63,10449.07,161.541
1279.46,11950.93,165.349
1279.3,10478.73,201.825
1279.12,10963.42,174.396
1278.96,10555.01,167.69
1278.79,9896.66,167.775
1278.63,9291.27,164.123
1278.45,14910.74,155.146
1278.29,9750.65,161.777
1278.12,10643.42,151.975
1277.96,9509.29,182.012
1277.78,10175.66,160.705
1277.6,9014.54,169.832
1277.44,10698.89,165.636
1277.27,9546.57,146.325
1277.11,9817.16,161.864
1276.93,9786.79,170.592
1276.77,9532.84,159.409
1276.6,8455.79,160.19
1276.44,8409,175.339
1276.26,8254.62,166.267
1276.1,9999.73,186.216
1275.93,8448.06,176.884
1275.77,9066.5,171.755
1275.59,9071.03,142.993
1275.43,9879.49,146.62
1275.25,8568.21,150.181
1275.09,8135.39,163.987
