age(ce),Mg25,Sr88
983.54,8180.11,138.473
983.26,7508.37,160.794
982.96,7492.21,169.264
982.68,8049.62,164.625
982.38,8208.9,164.094
982.1,8778.63,161.732
981.8,8874.68,155.983
981.52,9541.15,166.431
981.22,8059.47,138.95
980.94,8547.69,156.491
980.64,8661.15,160.744
980.34,8248.53,158.375
980.06,7961.7,157.197
979.76,6989.88,153.159
979.48,7668.75,172.535
979.18,7326.63,147.583
978.9,7162.99,148.267
978.6,8465.15,150.162
978.32,7810.19,141.02
978.02,8301.04,148.122
977.75,8734.8,153.762
977.44,7078.61,155.057
977.17,7441.66,158.992
976.86,7567.33,145.632
976.59,7377.78,166.534
976.29,7850.74,164.534
976.01,9033.4,129.314
975.71,7669.55,151.948
975.43,7977.45,150.534
975.13,8138.19,160.078
974.85,8026.75,171.579
974.55,7442.69,156.255
974.27,7828.23,150.365
973.97,8359.19,159.715
973.69,6940.85,170.208
973.39,7420.81,159.65
973.11,7961.23,176.105
972.81,7263.69,170.005
972.53,8092.46,163.232
972.23,7254.52,157.999
971.95,7424.5,163.487
971.65,8138.11,148.697
971.38,6717.88,146.386
971.07,7046.95,156.919
970.8,7561.61,149.312
970.49,6483,151.85
970.22,7731.79,145.069
969.92,7810.67,137.285
969.64,7743.99,156.51
969.34,7085.03,155.993
969.06,7086.74,156.655
968.76,7605.17,143.01
968.48,7234.95,159.502
968.18,7513.86,151.072
967.9,8085.59,145.398
967.6,8420.4,142.228
967.32,7772.89,144.643
967.02,8405.67,134.412
966.74,7651.39,137.886
966.44,8387.1,146.651
966.16,8006.08,149.223
965.86,7751.39,156.987
965.58,8149.98,153.894
965.28,8231.07,161.755
965.01,7897.69,168.973
964.7,7640.74,161.758
964.4,6842.42,157.513
964.12,7735.85,170.936
963.82,7330.01,182.29
963.55,7561.29,167.629
963.24,7495.22,172.929
962.97,7825.44,184.445
962.66,7324.29,177.55
962.39,7881.63,183.521
962.08,7568.94,162.433
961.81,7211.68,163.305
961.51,7520.41,180.073
961.23,8075.98,170.085
960.93,6684.99,179.46
960.65,6949.79,166.202
960.35,7249.96,166.048
960.07,6623.98,176.094
959.77,7082.81,173.114
959.49,6301.5,160.259
959.19,6591.68,160.954
958.91,6655.91,165.714
958.61,6419.8,169.472
958.33,6803.4,166.379
958.03,7206.04,225.172
957.75,7598.94,184.067
957.45,7888.53,161.055
957.17,6878.81,155.672
956.87,7080.81,175.802
956.6,7458.05,166.6
956.29,7567.57,170.185
956.02,7394.56,170.12
955.71,7521.1,170.659
955.44,6836.76,160.44
955.14,6999.74,158.402
954.86,7234.31,158.848
954.56,7146.12,161.022
954.28,7486.53,172.059
953.98,6972.14,163.802
953.7,6656.86,175.314
953.4,7233.35,175.158
953.12,7283.21,162.41
952.82,6941.85,176.19
952.54,6603.99,156.219
952.24,7548.77,153.845
951.96,7762.89,176.361
951.66,7604.78,167.278
951.38,7646.73,157.193
951.08,7584.94,189.629
950.8,7659.26,180.221
950.5,8802.91,199.299
950.23,7279.87,160.734
949.92,7451.41,163.804
949.65,7715.9,172.763
949.34,7022.07,166.526
949.07,6969.12,167.258
948.77,7263.89,179.928
948.49,6968.49,167.995
948.19,7506.07,168.819
947.88,7345.66,170.552
947.61,7847.1,163.125
947.31,8039.72,157.824
947.03,7583.18,162.852
946.73,7846.46,148.576
946.45,7229.9,152.006
946.15,6641.38,156.257
945.87,7553.55,163.769
945.57,6574.7,174.15
945.29,7211.23,161.442
944.99,7447.26,162.981
944.71,7381.68,161.978
944.41,7999.23,175.349
944.13,8374.79,162.876
943.83,10446.29,183.696
943.55,10717.09,190.416
943.25,9707.77,188.219
942.97,10464.89,190.92
942.67,10199.32,195.118
942.4,12509.47,222.583
942.09,13960.11,214.13
941.82,13642.37,212.905
941.51,13374.86,217.675
941.24,14413.48,205.228
940.94,15511.83,221.37
940.66,13926.99,224.968
940.36,13918.79,223.451
940.08,15122.12,235.05
939.78,9741.99,158.668
939.5,10027.46,143.527
939.2,8126.64,145.478
938.92,9573.61,152.707
938.62,9341.4,144.056
938.34,9048.21,150.686
938.04,9186.01,156.994
937.76,9301.28,140.949
937.46,8918.29,162.916
937.18,9267.06,173.711
936.88,9662.82,148.636
936.6,8970.56,144.69
936.3,9618.12,162.225
936.03,8319.34,146.55
935.72,8904.68,165.779
935.45,9686.66,172.757
935.14,8806.13,156.741
934.87,8702.75,170.538
934.56,10347.81,164.114
934.29,7848.12,137.078
933.99,8479.7,155.741
933.71,9731.28,159.135
933.41,9087.69,150.939
933.13,9632.96,157.849
932.83,8819.18,165.584
932.55,8170.32,143.27
932.25,8496.23,152.443
931.95,7789.43,162.636
931.67,7629.59,151.909
931.37,7911.31,154.504
931.09,8018.69,158.519
930.79,8562.32,156.985
930.51,9193.85,166.202
930.21,7975.8,154.527
929.93,9269.11,190.344
929.63,8444.11,144.552
929.35,8095.77,165.654
929.05,7831.65,164.595
928.77,8126.48,182.904
928.47,9068.56,161.043
928.19,7905.57,147.509
927.89,8562.27,149.586
927.62,9131.9,147.137
927.31,8826.25,154.077
927.04,10053.81,162.986
926.73,9367.54,163.716
926.46,9962.98,154.01
926.16,10613.54,173.202
925.88,9687.03,173.248
925.58,12205.5,181.657
925.3,9111.11,152.051
925,9644.29,1973.63
924.72,9690.47,212.282
924.42,9326.52,171.81
924.14,10505.17,168.229
923.84,9960.04,172.991
923.56,9891.05,166.261
923.26,8911.82,166.42
922.98,9717.41,152.408
922.68,9422.09,154.842
922.4,10114.95,167.596
922.1,8784.52,158.056
921.82,9742.88,164.759
921.52,8872.03,171.932
921.25,8986.37,163.199
920.94,9607.55,148.849
920.67,9900.98,148.011
920.36,9980,146.786
920.09,9376.83,170.208
919.79,8707.6,153.773
919.51,9034.68,150.897
919.21,9275.22,175.154
918.93,9138.4,174.827
918.63,9323.05,171.447
918.35,8503.97,168.817
918.05,9544.2,169.494
917.77,9102.75,163.933
917.47,8905.14,160.105
917.19,8751.55,159.076
916.89,9353.29,169.874
916.58,8363.69,153.451
916.07,8127.29,153.607
915.6,7911.11,153.137
915.08,8511.13,136.861
914.57,7829.87,146.332
914.1,8763.36,150.404
913.58,8584.57,138.195
913.11,8754.09,160.468
912.6,9347.96,131.545
912.13,9008.63,173.508
911.61,9522.43,158.866
911.14,10147.97,169.392
910.63,10381.62,170.911
910.16,9100.3,163.034
909.64,10152.59,245.667
909.17,9313.29,163.629
908.66,7650.18,144.277
908.18,9003.69,165.859
907.67,8061.8,145.015
907.2,9609.18,161.29
906.69,9777.01,145.643
906.21,9470.21,150.465
905.7,9023.21,194.048
905.23,9288.07,164.136
904.71,10215.1,163.957
904.24,9462.12,170.557
903.73,9476.66,170.849
903.26,9063.36,164.266
902.74,8656.18,166.449
902.27,8814.11,169.716
901.76,8668.67,157.951
901.29,8946.88,147.093
900.77,8985.42,176.453
900.3,9571.94,170.378
899.79,8117.04,159.117
899.32,8979.07,171.714
898.8,8736.15,164.763
898.33,9320.94,178.135
897.82,9169.3,164.118
897.35,8911.97,148.418
896.83,8174.78,154.372
896.36,9152.79,147.661
895.85,9561.51,155.082
895.37,8664.55,131.619
894.86,7648.13,129.54
894.39,8089.86,127.012
893.87,8128.4,138.588
893.4,8208.51,133.762
892.89,8349.96,140.554
892.42,8550.33,146.295
891.9,9121.44,151.841
891.43,8814.39,150.975
890.92,9540.12,166
890.45,9182.35,148.673
889.93,9142.62,169.137
889.46,9387.75,175.08
888.95,8389.93,167.349
888.48,7533.38,152.684
887.96,8926.31,161.145
887.45,9053.88,152.99
886.98,9166.25,152.22
886.46,9390.3,156.231
885.99,8397.28,150.12
885.48,9504.19,151.345
885.01,8078.74,163.768
884.49,7877.71,148.373
884.02,7276.79,149.546
883.51,8662.04,146.101
883.04,8393.93,156.661
882.52,8308.83,148.604
882.05,8825.73,145.79
881.54,7423.93,140.392
881.06,8335.14,135.937
880.55,8407.75,138.626
880.08,7964.01,141.195
879.57,8803.75,130.643
879.09,9267.59,143.86
878.58,8432.47,126.018
878.11,8147.33,139.699
877.59,8043.55,128.567
877.12,8143.72,142.292
876.61,8097.85,138.511
876.14,8092.34,147.095
875.62,8487.03,154.258
875.15,9506.07,149.189
874.64,8726.35,147.653
874.17,8359.8,216.679
873.65,8530.88,155.54
873.18,9140.39,147.405
872.67,9392.71,136.495
872.2,9293.89,160.328
871.68,9290.59,148.059
871.21,8823.61,144.39
870.7,9928.07,172.269
870.23,9649.63,155.402
869.71,9530.24,171.809
869.24,10315.63,160.603
868.73,9235.74,156.225
868.25,9183.21,154.576
867.74,9921.92,160.62
867.27,9396.81,159.542
866.75,9335.04,152.023
866.28,8830.44,139.597
865.77,8630.69,156.831
865.3,8950.6,140.794
864.78,9461.39,149.642
864.31,8508.69,151.042
863.8,8839.26,153.093
863.33,8675.71,143.554
862.81,8490.42,147.898
862.34,7530.37,146.699
861.83,9344.25,149.933
861.36,9520.55,149.768
860.84,8538.39,150.593
860.33,9122.9,152.809
859.86,8723.69,146.611
859.34,8288.58,152.404
858.87,9010.52,145.391
858.36,8850.34,150.553
857.89,9269.1,148.287
857.37,8834.72,150.872
856.9,8516.35,156.732
856.39,8575.98,144.748
855.92,8378.07,149.409
855.4,9270.2,161.885
854.93,9387.02,176.337
854.42,9490.06,159.018
853.94,8231.81,146.568
853.43,9411.23,151.136
852.96,9724.48,158.222
852.45,9775.9,146.224
851.97,8337.38,154.595
851.46,8736.87,163.855
850.99,8397.29,158.719
850.47,9635.16,158.388
850,9231.19,154.629
849.49,8608.93,155.904
849.02,9193.48,158.101
848.5,9037.6,166.414
848.03,8631.37,171.997
847.52,8662.58,151.942
847.05,9233.03,141.504
846.53,8976.08,157.626
846.06,9988.66,154.47
845.55,9138.07,166.378
845.08,9187.1,148.204
844.56,8595.84,163.648
844.09,8956.46,165.385
843.58,9492.7,167.241
843.11,10812.37,162.861
842.59,9894.6,171.972
842.12,9172.54,165.561
841.61,8855.02,165.965
841.13,10454.98,164.024
840.62,9339.52,173.452
840.15,9399.02,152.151
839.63,9921.69,163.251
839.16,9705.57,167.957
838.65,10223.26,159.549
838.18,10249.33,194.428
837.66,9424.9,158.012
837.19,10209.99,185.654
836.68,9957.71,164.178
836.21,9592.95,166.911
835.69,10315.79,189.082
835.22,9832.03,159.76
834.71,10319.48,157.777
834.24,9706.44,170.157
833.72,9877.52,177.974
833.21,8688.88,148.679
832.74,9718.24,146.735
832.22,9984.3,157.262
831.75,9530.79,168.938
831.24,9543.21,157.179
830.77,10911.78,188.02
830.25,10510.96,178.934
829.78,9868.29,164.711
829.27,9294.92,173.645
828.8,8883.52,165.356
828.28,9636.11,154.779
827.81,9392.16,158.186
827.3,9207.17,167.51
826.82,8316.33,171.496
826.31,8947.04,174.419
825.84,10253.56,177.275
825.33,8923.76,199.993
824.85,8566.1,144.164
824.34,9449.77,160.131
823.87,9439.78,197.688
823.35,9583.57,162.179
822.88,9975.93,147.571
822.37,10383.48,162.017
821.9,8785.95,163.004
821.38,10027.46,153.227
820.91,8765.04,153.863
820.4,10451.27,162.411
819.93,9417.94,177.967
819.41,10417.48,161.566
818.94,10470.9,179.987
818.43,9167.02,154.922
817.96,9903.86,180.708
817.44,9357.61,190.642
816.97,10377.31,163.775
816.46,9883.66,166.763
815.99,10254.71,165.105
815.47,9334.24,186.709
815,8924.03,171.065
814.49,8985.43,202.733
814.01,8871.1,168.36
813.5,9429.18,165.573
813.03,9276.66,154.976
812.51,10536.22,177.662
812.04,9599.55,166.55
811.53,9921.94,156.141
811.06,9564.09,159.718
810.54,10217.7,170.168
810.07,9774.78,160.607
809.56,10031.29,165.702
809.09,11312.1,167.108
808.57,9619.12,171.513
808.1,9685.57,169.105
807.59,9926.35,170.577
807.12,8902.09,166.452
806.6,10205.5,178.141
806.13,10794.89,195.247
805.62,10789.28,180.055
805.1,9752.66,167.844
804.63,10100.57,171.08
804.12,9457.93,161.624
803.65,10409.4,160.218
803.13,9008.89,159.795
802.66,9971.72,172.286
802.15,9490.46,152.685
801.68,10281.55,161.669
801.16,9389.46,162.828
800.69,10404.63,179.133
800.18,10041.96,155.071
799.7,10234.18,159.538
799.19,9457.11,182.188
798.72,9681.06,165.481
798.21,10278.5,158.93
797.73,10722.42,158.394
797.22,10226.89,156.891
796.75,10740.34,166.766
796.23,9519.41,167.421
795.76,10612.76,185.147
795.25,10472.29,160.441
794.78,10989.37,166.041
794.26,11294.01,166.719
793.79,10026.1,180.383
793.28,11003.81,181.551
792.81,11269.3,173.991
792.29,10394.19,209.376
791.82,9771.35,166.394
791.31,11119.69,180.124
790.84,10933.82,182.246
790.32,9834.63,157.51
