age,ODL(Optical Density of Luminescence)
132839.0,1.12603
132887.0,1.12567
132934.0,1.12531
132982.0,1.12496
133029.0,1.1246
133077.0,1.12424
133125.0,1.12388
133172.0,1.12352
133220.0,1.12317
133267.0,1.12281
133315.0,1.12245
133363.0,1.1217
133410.0,1.12094
133458.0,1.12017
133505.0,1.11941
133553.0,1.11864
133600.0,1.11787
133648.0,1.11711
133696.0,1.11634
133743.0,1.11558
133791.0,1.11481
133838.0,1.11404
133886.0,1.11328
133933.0,1.1122
133981.0,1.11113
134029.0,1.11006
134076.0,1.10898
134124.0,1.10791
134171.0,1.10684
134219.0,1.10576
134267.0,1.10469
134314.0,1.10361
134362.0,1.10254
134409.0,1.10147
134457.0,1.10045
134504.0,1.10029
134552.0,1.10014
134600.0,1.09999
134647.0,1.09983
134695.0,1.09968
134742.0,1.09953
134790.0,1.09937
134837.0,1.09922
134885.0,1.09907
134933.0,1.09891
134980.0,1.09876
135028.0,1.09858
135075.0,1.09822
135123.0,1.09787
135170.0,1.09751
135218.0,1.09715
135266.0,1.09679
135313.0,1.09644
135361.0,1.09608
135408.0,1.09572
135456.0,1.09536
135504.0,1.09501
135551.0,1.09465
135599.0,1.09428
135646.0,1.09387
135694.0,1.09346
135741.0,1.09306
135789.0,1.09265
135837.0,1.09224
135884.0,1.09183
135932.0,1.09142
135979.0,1.09102
136027.0,1.09061
136074.0,1.0902
136122.0,1.08979
136170.0,1.08934
136217.0,1.08872
136265.0,1.08811
136312.0,1.08749
136360.0,1.08688
136408.0,1.08627
136455.0,1.08565
136503.0,1.08504
136550.0,1.08442
136598.0,1.08381
136645.0,1.0832
136693.0,1.08258
136741.0,1.08206
136788.0,1.08175
136836.0,1.08144
136883.0,1.08114
136931.0,1.08083
136978.0,1.08052
137026.0,1.08022
137074.0,1.07991
137121.0,1.0796
137169.0,1.0793
137216.0,1.07899
137264.0,1.07868
137312.0,1.07829
137359.0,1.07773
137407.0,1.07716
137454.0,1.0766
137502.0,1.07604
137549.0,1.07548
137597.0,1.07492
137645.0,1.07435
137692.0,1.07379
137740.0,1.07323
137787.0,1.07267
137835.0,1.07211
137882.0,1.07133
137930.0,1.07026
137978.0,1.06919
138025.0,1.06812
138073.0,1.06704
138120.0,1.06597
138168.0,1.0649
138216.0,1.06383
138263.0,1.06276
138311.0,1.06168
138358.0,1.06061
138406.0,1.05954
138453.0,1.0584
138501.0,1.05717
138549.0,1.05594
138596.0,1.05472
138644.0,1.05349
138691.0,1.05226
138739.0,1.05103
138786.0,1.04981
138834.0,1.04858
138882.0,1.04735
138929.0,1.04613
138977.0,1.0449
139024.0,1.0438
139072.0,1.04283
139119.0,1.04186
139167.0,1.04089
139215.0,1.03992
139262.0,1.03894
139310.0,1.03797
139357.0,1.037
139405.0,1.03603
139453.0,1.03506
139500.0,1.03409
139548.0,1.03311
139595.0,1.03232
139643.0,1.03166
139690.0,1.03099
139738.0,1.03033
139786.0,1.02966
139833.0,1.029
139881.0,1.02833
139928.0,1.02767
139976.0,1.02701
140023.0,1.02634
140071.0,1.02568
140119.0,1.02501
140166.0,1.02455
140214.0,1.02419
140261.0,1.02383
140309.0,1.02348
140357.0,1.02312
140404.0,1.02276
140452.0,1.0224
140499.0,1.02205
140547.0,1.02169
140594.0,1.02133
140642.0,1.02098
140690.0,1.02062
140737.0,1.02065
140785.0,1.02085
140832.0,1.02105
140880.0,1.02126
140927.0,1.02146
140975.0,1.02167
141023.0,1.02187
141070.0,1.02208
141118.0,1.02228
141165.0,1.02249
141213.0,1.02269
141261.0,1.02289
141308.0,1.02329
141356.0,1.02375
141403.0,1.02421
141451.0,1.02467
141498.0,1.02513
141546.0,1.02559
141594.0,1.02605
141641.0,1.02651
141689.0,1.02697
141736.0,1.02743
141784.0,1.02789
141831.0,1.02835
141879.0,1.02864
141927.0,1.0289
141974.0,1.02915
142022.0,1.02941
142069.0,1.02966
142117.0,1.02992
142164.0,1.03017
142212.0,1.03043
142260.0,1.03069
142307.0,1.03094
142355.0,1.0312
142402.0,1.03145
142450.0,1.03149
142498.0,1.03149
142545.0,1.03149
142593.0,1.03149
142640.0,1.03149
142688.0,1.03149
142735.0,1.03149
142783.0,1.03149
142831.0,1.03149
142878.0,1.03149
142926.0,1.03149
142973.0,1.03149
143021.0,1.032
143068.0,1.03256
143116.0,1.03312
143164.0,1.03369
143211.0,1.03425
143259.0,1.03481
143306.0,1.03538
143354.0,1.03594
143402.0,1.0365
143449.0,1.03707
143497.0,1.03763
143544.0,1.03819
143592.0,1.03855
143639.0,1.03891
143687.0,1.03927
143735.0,1.03963
143782.0,1.03999
143830.0,1.04034
143877.0,1.0407
143925.0,1.04106
143972.0,1.04142
144020.0,1.04177
144068.0,1.04213
144115.0,1.04249
144163.0,1.04285
144210.0,1.0432
144258.0,1.04356
144306.0,1.04392
144353.0,1.04428
144401.0,1.04464
144448.0,1.04499
144496.0,1.04535
144543.0,1.04571
144591.0,1.04607
144639.0,1.04642
144686.0,1.0468
144734.0,1.04736
144781.0,1.04793
144829.0,1.04849
144876.0,1.04905
144924.0,1.04961
144972.0,1.05017
145019.0,1.05074
145067.0,1.0513
145114.0,1.05186
145162.0,1.05242
145209.0,1.05298
145257.0,1.05357
145305.0,1.05434
145352.0,1.05511
145400.0,1.05587
145447.0,1.05664
145495.0,1.05741
145543.0,1.05817
145590.0,1.05894
145638.0,1.05971
145685.0,1.06047
145733.0,1.06124
145780.0,1.06201
145828.0,1.06274
145876.0,1.06335
145923.0,1.06397
145971.0,1.06458
146018.0,1.0652
146066.0,1.06581
146113.0,1.06642
146161.0,1.06704
146209.0,1.06765
146256.0,1.06827
146304.0,1.06888
146351.0,1.06949
146399.0,1.06999
146447.0,1.07014
146494.0,1.07029
146542.0,1.07045
146589.0,1.0706
146637.0,1.07075
146684.0,1.0709
146732.0,1.07106
146780.0,1.07121
146827.0,1.07136
146875.0,1.07152
146922.0,1.07167
146970.0,1.07174
147017.0,1.07164
147065.0,1.07154
147113.0,1.07144
147160.0,1.07134
147208.0,1.07123
147255.0,1.07113
147303.0,1.07103
147351.0,1.07093
147398.0,1.07082
147446.0,1.07072
147493.0,1.07062
147541.0,1.07048
147588.0,1.07028
147636.0,1.07007
147684.0,1.06987
147731.0,1.06966
147779.0,1.06946
147826.0,1.06925
147874.0,1.06905
147921.0,1.06884
147969.0,1.06864
148017.0,1.06844
148064.0,1.06823
148112.0,1.06796
148159.0,1.0676
148207.0,1.06724
148254.0,1.06688
148302.0,1.06653
148350.0,1.06617
148397.0,1.06581
148445.0,1.06545
148492.0,1.06509
148540.0,1.06473
148588.0,1.06438
148635.0,1.06402
148683.0,1.06348
148730.0,1.06277
148778.0,1.06205
148825.0,1.06134
148873.0,1.06063
148921.0,1.05991
148968.0,1.0592
149016.0,1.05848
149063.0,1.05777
149111.0,1.05706
149158.0,1.05634
149206.0,1.05563
149254.0,1.05499
149301.0,1.05443
149349.0,1.05387
149396.0,1.05331
149444.0,1.05274
149492.0,1.05218
149539.0,1.05162
149587.0,1.05105
149634.0,1.05049
149682.0,1.04993
149729.0,1.04936
149777.0,1.0488
149825.0,1.04845
149872.0,1.04825
149920.0,1.04804
149967.0,1.04784
150015.0,1.04764
150062.0,1.04743
150110.0,1.04723
150158.0,1.04702
150205.0,1.04682
150253.0,1.04661
150300.0,1.04641
150348.0,1.0462
150395.0,1.04597
150443.0,1.04571
150491.0,1.04546
150538.0,1.0452
150586.0,1.04494
150633.0,1.04469
150681.0,1.04443
150729.0,1.04418
150776.0,1.04392
150824.0,1.04367
150871.0,1.04341
150919.0,1.04316
150966.0,1.04272
151014.0,1.04221
151062.0,1.0417
151109.0,1.04119
151157.0,1.04068
151204.0,1.04017
151252.0,1.03966
151299.0,1.03915
151347.0,1.03864
151395.0,1.03813
151442.0,1.03762
151490.0,1.03711
151537.0,1.03632
151585.0,1.03545
151633.0,1.03458
151680.0,1.03371
151728.0,1.03284
151775.0,1.03197
151823.0,1.0311
151870.0,1.03023
151918.0,1.02936
151966.0,1.02849
152013.0,1.02763
152061.0,1.02676
152108.0,1.02639
152156.0,1.02614
152203.0,1.02588
152251.0,1.02563
152299.0,1.02537
152346.0,1.02512
152394.0,1.02486
152441.0,1.02461
152489.0,1.02435
152537.0,1.02409
152584.0,1.02384
152632.0,1.02358
152679.0,1.02292
152727.0,1.0222
152774.0,1.02149
152822.0,1.02077
152870.0,1.02005
152917.0,1.01934
152965.0,1.01862
153012.0,1.0179
153060.0,1.01719
153107.0,1.01647
153155.0,1.01576
153203.0,1.01504
153250.0,1.01428
153298.0,1.01351
153345.0,1.01275
153393.0,1.01198
153440.0,1.01122
153488.0,1.01045
153536.0,1.00969
153583.0,1.00892
153631.0,1.00816
153678.0,1.00739
153726.0,1.00663
153774.0,1.00586
153821.0,1.00528
153869.0,1.00471
153916.0,1.00414
153964.0,1.00356
154011.0,1.00299
154059.0,1.00241
154107.0,1.00184
154154.0,1.00126
154202.0,1.00069
154249.0,1.00011
154297.0,0.999542
154344.0,0.998967
154392.0,0.99838
154440.0,0.997794
154487.0,0.997208
154535.0,0.996621
154582.0,0.996035
154630.0,0.995448
154678.0,0.994862
154725.0,0.994276
154773.0,0.993689
154820.0,0.993103
154868.0,0.992516
154915.0,0.99196
154963.0,0.991625
155011.0,0.99129
155058.0,0.990955
155106.0,0.99062
155153.0,0.990285
155201.0,0.989949
155248.0,0.989614
155296.0,0.989279
155344.0,0.988944
155391.0,0.988609
155439.0,0.988274
155486.0,0.987894
155534.0,0.987308
155582.0,0.986723
155629.0,0.986138
155677.0,0.985552
155724.0,0.984967
155772.0,0.984382
155819.0,0.983796
155867.0,0.983211
155915.0,0.982626
155962.0,0.98204
156010.0,0.981455
156057.0,0.981037
156105.0,0.981205
156152.0,0.981372
156200.0,0.98154
156248.0,0.981707
156295.0,0.981875
156343.0,0.982042
156390.0,0.98221
156438.0,0.982377
156485.0,0.982545
156533.0,0.982712
156581.0,0.98288
156628.0,0.982904
156676.0,0.982569
156723.0,0.982234
156771.0,0.981899
156819.0,0.981564
156866.0,0.981229
156914.0,0.980894
156961.0,0.980559
157009.0,0.980224
157056.0,0.979889
157104.0,0.979553
157152.0,0.979218
157199.0,0.978883
157247.0,0.978548
157294.0,0.978213
157342.0,0.977878
157389.0,0.977543
157437.0,0.977208
157485.0,0.976873
157532.0,0.976538
157580.0,0.976203
157627.0,0.975868
157675.0,0.975533
157723.0,0.975198
157770.0,0.974897
157818.0,0.974646
157865.0,0.974395
157913.0,0.974144
157960.0,0.973894
158008.0,0.973643
158056.0,0.973392
158103.0,0.973141
158151.0,0.97289
158198.0,0.972639
158246.0,0.972388
158293.0,0.972137
158341.0,0.971697
158389.0,0.971027
158436.0,0.970357
158484.0,0.969687
158531.0,0.969017
158579.0,0.968346
158627.0,0.967676
158674.0,0.967006
158722.0,0.966336
158769.0,0.965666
158817.0,0.964996
158864.0,0.964326
158912.0,0.963741
158960.0,0.963239
159007.0,0.962736
159055.0,0.962234
159102.0,0.961731
159150.0,0.961228
159197.0,0.960726
159245.0,0.960223
159293.0,0.959721
159340.0,0.959218
159388.0,0.958715
159435.0,0.958213
159483.0,0.957807
159530.0,0.957472
159578.0,0.957138
159626.0,0.956804
159673.0,0.956469
159721.0,0.956135
159768.0,0.9558
159816.0,0.955466
159864.0,0.955131
159911.0,0.954797
159959.0,0.954462
160006.0,0.954128
160054.0,0.953741
160101.0,0.953322
160149.0,0.952903
160197.0,0.952484
160244.0,0.952066
160292.0,0.951647
160339.0,0.951228
160387.0,0.950809
160434.0,0.95039
160482.0,0.949971
160530.0,0.949553
160577.0,0.949134
160625.0,0.948829
160672.0,0.948577
160720.0,0.948326
160768.0,0.948075
160815.0,0.947824
160863.0,0.947572
160910.0,0.947321
160958.0,0.94707
161005.0,0.946818
161053.0,0.946567
161101.0,0.946316
161148.0,0.946064
161196.0,0.945938
161243.0,0.945854
161291.0,0.94577
161338.0,0.945686
161386.0,0.945602
161434.0,0.945519
161481.0,0.945435
161529.0,0.945351
161576.0,0.945267
161624.0,0.945184
161672.0,0.9451
161719.0,0.945016
161767.0,0.945471
161814.0,0.946056
161862.0,0.946642
161909.0,0.947227
161957.0,0.947813
162005.0,0.948398
162052.0,0.948983
162100.0,0.949569
162147.0,0.950154
162195.0,0.950739
162242.0,0.951325
162290.0,0.95191
162338.0,0.952496
162385.0,0.953083
162433.0,0.953669
162480.0,0.954255
162528.0,0.954842
162576.0,0.955428
162623.0,0.956014
162671.0,0.956601
162718.0,0.957187
162766.0,0.957774
162813.0,0.95836
162861.0,0.958946
162909.0,0.958695
162956.0,0.95836
163004.0,0.958025
163051.0,0.95769
163099.0,0.957355
163146.0,0.95702
163194.0,0.956685
163242.0,0.95635
163289.0,0.956015
163337.0,0.955679
163384.0,0.955344
163432.0,0.955009
163479.0,0.955081
163527.0,0.955165
163575.0,0.955249
163622.0,0.955332
163670.0,0.955416
163717.0,0.9555
163765.0,0.955584
163813.0,0.955668
163860.0,0.955751
163908.0,0.955835
163955.0,0.955919
164003.0,0.956003
164050.0,0.956086
164098.0,0.95617
164146.0,0.956254
164193.0,0.956337
164241.0,0.956421
164288.0,0.956504
164336.0,0.956588
164383.0,0.956672
164431.0,0.956755
164479.0,0.956839
164526.0,0.956923
164574.0,0.957025
164621.0,0.95736
164669.0,0.957695
164717.0,0.95803
164764.0,0.958365
164812.0,0.9587
164859.0,0.959035
164907.0,0.959371
164954.0,0.959706
165002.0,0.960041
165050.0,0.960376
165097.0,0.960711
165145.0,0.960954
165192.0,0.960619
165240.0,0.960283
165287.0,0.959948
165335.0,0.959613
165383.0,0.959278
165430.0,0.958943
165478.0,0.958608
165525.0,0.958273
165573.0,0.957938
165621.0,0.957603
165668.0,0.957268
165716.0,0.956966
165763.0,0.956799
165811.0,0.956631
165858.0,0.956464
165906.0,0.956296
165954.0,0.956129
166001.0,0.955961
166049.0,0.955793
166096.0,0.955626
166144.0,0.955458
166191.0,0.955291
166239.0,0.955123
166287.0,0.955088
166334.0,0.955422
166382.0,0.955757
166429.0,0.956091
166477.0,0.956426
166524.0,0.95676
166572.0,0.957095
166620.0,0.957429
166667.0,0.957764
166715.0,0.958098
166762.0,0.958432
166810.0,0.958767
166858.0,0.959229
166905.0,0.959983
166953.0,0.960737
167000.0,0.961491
167048.0,0.962245
167095.0,0.962999
167143.0,0.963753
167191.0,0.964507
167238.0,0.96526
167286.0,0.966014
167333.0,0.966768
167381.0,0.967522
167428.0,0.967969
167476.0,0.967885
167524.0,0.967802
167571.0,0.967718
167619.0,0.967634
167666.0,0.96755
167714.0,0.967466
167762.0,0.967383
167809.0,0.967299
167857.0,0.967215
167904.0,0.967131
167952.0,0.967048
167999.0,0.967108
168047.0,0.967359
168095.0,0.96761
168142.0,0.967862
168190.0,0.968113
168237.0,0.968364
168285.0,0.968616
168332.0,0.968867
168380.0,0.969118
168428.0,0.969369
168475.0,0.969621
168523.0,0.969872
168570.0,0.970205
168618.0,0.970623
168666.0,0.971042
168713.0,0.97146
168761.0,0.971878
168808.0,0.972296
168856.0,0.972714
168903.0,0.973132
168951.0,0.97355
168999.0,0.973968
169046.0,0.974386
169094.0,0.974805
169141.0,0.974911
169189.0,0.974743
169236.0,0.974575
169284.0,0.974408
169332.0,0.97424
169379.0,0.974073
169427.0,0.973905
169474.0,0.973738
169522.0,0.97357
169569.0,0.973403
169617.0,0.973235
169665.0,0.973067
169712.0,0.9728
169760.0,0.972465
169807.0,0.97213
169855.0,0.971795
169903.0,0.97146
169950.0,0.971125
169998.0,0.97079
170045.0,0.970455
170093.0,0.97012
170140.0,0.969785
170188.0,0.969449
170236.0,0.969114
170283.0,0.968834
170331.0,0.968583
170378.0,0.968332
170426.0,0.96808
170473.0,0.967829
170521.0,0.967578
170569.0,0.967327
170616.0,0.967075
170664.0,0.966824
170711.0,0.966573
170759.0,0.966321
170807.0,0.96607
170854.0,0.96594
170902.0,0.965856
170949.0,0.965772
170997.0,0.965689
171044.0,0.965605
171092.0,0.965521
171140.0,0.965438
171187.0,0.965354
171235.0,0.965271
171282.0,0.965187
171330.0,0.965103
171377.0,0.96502
171425.0,0.964936
171473.0,0.964852
171520.0,0.964768
171568.0,0.964685
171615.0,0.964601
171663.0,0.964517
171711.0,0.964433
171758.0,0.96435
171806.0,0.964266
171853.0,0.964182
171901.0,0.964098
171948.0,0.964014
171996.0,0.964069
172044.0,0.964153
172091.0,0.964236
172139.0,0.96432
172186.0,0.964404
172234.0,0.964488
172281.0,0.964571
172329.0,0.964655
172377.0,0.964739
172424.0,0.964823
172472.0,0.964906
172519.0,0.96499
172567.0,0.965148
172614.0,0.965316
172662.0,0.965483
172710.0,0.965651
172757.0,0.965818
172805.0,0.965986
172852.0,0.966154
172900.0,0.966321
172948.0,0.966489
172995.0,0.966656
173043.0,0.966824
173090.0,0.966991
173138.0,0.967158
173185.0,0.967326
173233.0,0.967493
173281.0,0.96766
173328.0,0.967827
173376.0,0.967995
173423.0,0.968162
173471.0,0.968329
173518.0,0.968496
173566.0,0.968664
173614.0,0.968831
173661.0,0.968998
173709.0,0.969
173756.0,0.969
173804.0,0.969
173852.0,0.969
173899.0,0.969
173947.0,0.969
173994.0,0.969
174042.0,0.969
174089.0,0.969
174137.0,0.969
174185.0,0.969
174232.0,0.969022
174280.0,0.969441
174327.0,0.96986
174375.0,0.970279
174422.0,0.970697
174470.0,0.971116
174518.0,0.971535
174565.0,0.971954
174613.0,0.972373
174660.0,0.972792
174708.0,0.97321
174756.0,0.973629
174803.0,0.974009
174851.0,0.974093
174898.0,0.974177
174946.0,0.97426
174993.0,0.974344
175041.0,0.974427
175089.0,0.974511
175136.0,0.974595
175184.0,0.974678
175231.0,0.974762
175279.0,0.974846
175326.0,0.974929
175374.0,0.975026
175422.0,0.975194
175469.0,0.975361
175517.0,0.975529
175564.0,0.975696
175612.0,0.975864
175659.0,0.976031
175707.0,0.976199
175755.0,0.976366
175802.0,0.976534
175850.0,0.976701
175897.0,0.976869
175945.0,0.977
175993.0,0.977
176040.0,0.977
176088.0,0.977
176135.0,0.977
176183.0,0.977
176230.0,0.977
176278.0,0.977
176326.0,0.977
176373.0,0.977
176421.0,0.977
176468.0,0.977
176516.0,0.977023
176563.0,0.977107
176611.0,0.977191
176659.0,0.977275
176706.0,0.977358
176754.0,0.977442
176801.0,0.977526
176849.0,0.97761
176897.0,0.977694
176944.0,0.977777
176992.0,0.977861
177039.0,0.977945
177087.0,0.977971
177134.0,0.977887
177182.0,0.977804
177230.0,0.97772
177277.0,0.977636
177325.0,0.977553
177372.0,0.977469
177420.0,0.977386
177467.0,0.977302
177515.0,0.977218
177563.0,0.977135
177610.0,0.977051
177658.0,0.976935
177705.0,0.976768
177753.0,0.9766
177800.0,0.976433
177848.0,0.976265
177896.0,0.976097
177943.0,0.97593
177991.0,0.975762
178038.0,0.975595
178086.0,0.975427
178134.0,0.97526
178181.0,0.975092
178229.0,0.974737
178276.0,0.974151
178324.0,0.973564
178371.0,0.972978
178419.0,0.972391
178467.0,0.971805
178514.0,0.971219
178562.0,0.970632
178609.0,0.970046
178657.0,0.96946
178704.0,0.968873
178752.0,0.968287
178800.0,0.968085
178847.0,0.968253
178895.0,0.96842
178942.0,0.968588
178990.0,0.968756
179038.0,0.968923
179085.0,0.969091
179133.0,0.969258
179180.0,0.969426
179228.0,0.969593
179275.0,0.969761
179323.0,0.969928
179371.0,0.970383
179418.0,0.971052
179466.0,0.971721
179513.0,0.97239
179561.0,0.973059
179608.0,0.973728
179656.0,0.974397
179704.0,0.975066
179751.0,0.975735
179799.0,0.976404
179846.0,0.977073
179894.0,0.977742
179942.0,0.978206
179989.0,0.978541
180037.0,0.978876
180084.0,0.979211
180132.0,0.979546
180179.0,0.979881
180227.0,0.980216
180275.0,0.980551
180322.0,0.980886
180370.0,0.981221
180417.0,0.981556
180465.0,0.981892
180512.0,0.982
180560.0,0.982
180608.0,0.982
180655.0,0.982
180703.0,0.982
180750.0,0.982
180798.0,0.982
180845.0,0.982
180893.0,0.982
180941.0,0.982
180988.0,0.982
181036.0,0.982
181083.0,0.982124
181131.0,0.982291
181179.0,0.982459
181226.0,0.982626
181274.0,0.982794
181321.0,0.982961
181369.0,0.983129
181416.0,0.983296
181464.0,0.983464
181512.0,0.983632
181559.0,0.983799
181607.0,0.983967
181654.0,0.984
181702.0,0.984
181749.0,0.984
181797.0,0.984
181845.0,0.984
181892.0,0.984
181940.0,0.984
181987.0,0.984
182035.0,0.984
182083.0,0.984
182130.0,0.984
182178.0,0.984
182225.0,0.98407
182273.0,0.984154
182320.0,0.984238
182368.0,0.984322
182416.0,0.984405
182463.0,0.984489
182511.0,0.984573
182558.0,0.984657
182606.0,0.984741
182653.0,0.984824
182701.0,0.984908
182749.0,0.984992
182796.0,0.984696
182844.0,0.984361
182891.0,0.984026
182939.0,0.983691
182987.0,0.983356
183034.0,0.983021
183082.0,0.982686
183129.0,0.982351
183177.0,0.982016
183224.0,0.981681
183272.0,0.981345
183320.0,0.98101
183367.0,0.981081
183415.0,0.981165
183462.0,0.981248
183510.0,0.981332
183557.0,0.981416
183605.0,0.9815
183653.0,0.981584
183700.0,0.981667
183748.0,0.981751
183795.0,0.981835
183843.0,0.981919
183890.0,0.981997
183938.0,0.981914
183986.0,0.98183
184033.0,0.981746
184081.0,0.981663
184128.0,0.981579
184176.0,0.981495
184224.0,0.981412
184271.0,0.981328
184319.0,0.981245
184366.0,0.981161
184414.0,0.981077
184461.0,0.980994
184509.0,0.98091
184557.0,0.980826
184604.0,0.980742
184652.0,0.980659
184699.0,0.980575
184747.0,0.980491
184794.0,0.980407
184842.0,0.980324
184890.0,0.98024
184937.0,0.980156
184985.0,0.980072
185032.0,0.98
185080.0,0.98
185128.0,0.98
185175.0,0.98
185223.0,0.98
185270.0,0.98
185318.0,0.98
185365.0,0.98
185413.0,0.98
185461.0,0.98
185508.0,0.98
185556.0,0.98
185603.0,0.980049
185651.0,0.980301
185698.0,0.980552
185746.0,0.980803
185794.0,0.981055
185841.0,0.981306
185889.0,0.981557
185936.0,0.981808
185984.0,0.98206
186032.0,0.982311
186079.0,0.982562
186127.0,0.982814
186174.0,0.982956
186222.0,0.982789
186269.0,0.982622
186317.0,0.982455
186365.0,0.982287
186412.0,0.98212
186460.0,0.981953
186507.0,0.981786
186555.0,0.981618
186602.0,0.981451
186650.0,0.981284
186698.0,0.981117
186745.0,0.980924
186793.0,0.980673
186840.0,0.980422
186888.0,0.98017
186936.0,0.979919
186983.0,0.979668
187031.0,0.979416
187078.0,0.979165
187126.0,0.978914
187173.0,0.978662
187221.0,0.978411
187269.0,0.97816
187316.0,0.977817
187364.0,0.977314
187411.0,0.976812
187459.0,0.976309
187506.0,0.975807
187554.0,0.975304
187602.0,0.974801
187649.0,0.974299
187697.0,0.973796
187744.0,0.973294
187792.0,0.972791
187839.0,0.972288
187887.0,0.972
187935.0,0.972
187982.0,0.972
188030.0,0.972
188077.0,0.972
188125.0,0.972
188173.0,0.972
188220.0,0.972
188268.0,0.972
188315.0,0.972
188363.0,0.972
188410.0,0.972
188458.0,0.971843
188506.0,0.971508
188553.0,0.971173
188601.0,0.970838
188648.0,0.970503
188696.0,0.970168
188743.0,0.969833
188791.0,0.969498
188839.0,0.969163
188886.0,0.968828
188934.0,0.968492
188981.0,0.968157
189029.0,0.967911
189077.0,0.967743
189124.0,0.967576
189172.0,0.967408
189219.0,0.967241
189267.0,0.967073
189314.0,0.966906
189362.0,0.966738
189410.0,0.966571
189457.0,0.966403
189505.0,0.966236
189552.0,0.966068
189600.0,0.966
189647.0,0.966
189695.0,0.966
189743.0,0.966
189790.0,0.966
189838.0,0.966
189885.0,0.966
189933.0,0.966
189981.0,0.966
190028.0,0.966
190076.0,0.966
190123.0,0.966
190171.0,0.966109
190218.0,0.966277
190266.0,0.966444
190314.0,0.966611
190361.0,0.966778
190409.0,0.966946
190456.0,0.967113
190504.0,0.96728
190551.0,0.967447
190599.0,0.967615
190647.0,0.967782
190694.0,0.967949
190742.0,0.968408
190789.0,0.968994
190837.0,0.969581
190884.0,0.970167
190932.0,0.970754
190980.0,0.97134
191027.0,0.971926
191075.0,0.972513
191122.0,0.973099
191170.0,0.973686
191218.0,0.974272
191265.0,0.974858
191313.0,0.975445
191360.0,0.976031
191408.0,0.976617
191455.0,0.977204
191503.0,0.97779
191551.0,0.978377
191598.0,0.978963
191646.0,0.979549
191693.0,0.980136
191741.0,0.980722
191788.0,0.981308
191836.0,0.981895
191884.0,0.982275
191931.0,0.98261
191979.0,0.982945
192026.0,0.98328
192074.0,0.983615
192122.0,0.98395
192169.0,0.984285
192217.0,0.98462
192264.0,0.984956
192312.0,0.985291
192359.0,0.985626
192407.0,0.985961
192455.0,0.986739
192502.0,0.987575
192550.0,0.988411
192597.0,0.989247
192645.0,0.990083
192692.0,0.99092
192740.0,0.991756
192788.0,0.992592
192835.0,0.993428
192883.0,0.994264
192930.0,0.995101
192978.0,0.995937
193025.0,0.996669
193073.0,0.997393
193121.0,0.998117
193168.0,0.99884
193216.0,0.999564
193263.0,1.00028
193311.0,1.00101
193359.0,1.00173
193406.0,1.00246
193454.0,1.00318
193501.0,1.0039
193549.0,1.00463
193596.0,1.00514
193644.0,1.00565
193692.0,1.00616
193739.0,1.00667
193787.0,1.00718
193834.0,1.00769
193882.0,1.00821
193929.0,1.00872
193977.0,1.00923
194025.0,1.00974
194072.0,1.01025
194120.0,1.01074
194167.0,1.01074
194215.0,1.01074
194263.0,1.01074
194310.0,1.01074
194358.0,1.01074
194405.0,1.01074
194453.0,1.01074
194500.0,1.01074
194548.0,1.01074
194596.0,1.01074
194643.0,1.01074
194691.0,1.01077
194738.0,1.01108
194786.0,1.01138
194833.0,1.01169
194881.0,1.01199
194929.0,1.0123
194976.0,1.01261
195024.0,1.01291
195071.0,1.01322
195119.0,1.01352
195167.0,1.01383
195214.0,1.01414
195262.0,1.01447
195309.0,1.01493
195357.0,1.01539
195404.0,1.01585
195452.0,1.01631
195500.0,1.01677
195547.0,1.01723
195595.0,1.01769
195642.0,1.01815
195690.0,1.01861
195737.0,1.01907
195785.0,1.01953
195833.0,1.01986
195880.0,1.01971
195928.0,1.01956
195975.0,1.0194
196023.0,1.01925
196071.0,1.0191
196118.0,1.01894
196166.0,1.01879
196213.0,1.01864
196261.0,1.01848
196308.0,1.01833
196356.0,1.01818
196404.0,1.01804
196451.0,1.01793
196499.0,1.01783
196546.0,1.01773
196594.0,1.01763
196641.0,1.01753
196689.0,1.01742
196737.0,1.01732
196784.0,1.01722
196832.0,1.01712
196879.0,1.01702
196927.0,1.01691
196974.0,1.01683
197022.0,1.01678
197070.0,1.01673
197117.0,1.01668
197165.0,1.01662
197212.0,1.01657
197260.0,1.01652
197308.0,1.01647
197355.0,1.01642
197403.0,1.01637
197450.0,1.01632
197498.0,1.01627
197545.0,1.01616
197593.0,1.01595
197641.0,1.01575
197688.0,1.01554
197736.0,1.01534
197783.0,1.01513
197831.0,1.01493
197878.0,1.01472
197926.0,1.01452
197974.0,1.01431
198021.0,1.0141
198069.0,1.0139
198116.0,1.01365
198164.0,1.01334
198212.0,1.01304
198259.0,1.01273
198307.0,1.01242
198354.0,1.01212
198402.0,1.01181
198449.0,1.0115
198497.0,1.0112
198545.0,1.01089
198592.0,1.01058
198640.0,1.01028
198687.0,1.01007
198735.0,1.00997
198782.0,1.00987
198830.0,1.00977
198878.0,1.00967
198925.0,1.00956
198973.0,1.00946
199020.0,1.00936
199068.0,1.00926
199116.0,1.00915
199163.0,1.00905
199211.0,1.00895
199258.0,1.00853
199306.0,1.00786
199353.0,1.0072
199401.0,1.00654
199449.0,1.00588
199496.0,1.00521
199544.0,1.00455
199591.0,1.00389
199639.0,1.00322
199686.0,1.00256
